State,Domain,Reporting Program,Measure Name,Measure Abbreviation,Rate Definition,FFY,Population,Methodology,State Rate,Number of States Reporting,Median,Bottom Quartile,Top Quartile,Notes,State Specific Comments,Source,Rate Used in Calculating State Mean and Median
Tennessee,Dental and Oral Health Services,Child Core Set,Dental Sealants for 6-9 Year-Old Children at Elevated Caries Risk,SEAL-CH,Percentage at Elevated Risk of Dental Caries (Moderate or High Risk) who Received a Sealant on a Permanent First Molar Tooth: Ages 6-9,2018,CHIP only,Administrative,15.9,32,24.1,20.9,26.3,,CHIP rate includes the CHIP Health Plan Administrators and Medical Benefits Managers population. Rate was validated by the state's EQRO.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,No
Tennessee,Dental and Oral Health Services,Child Core Set,Percentage of Eligibles Who Received Preventive Dental Services: Ages 1-20,PDENT-CH,Percentage with at Least 1 Preventive Dental Service: Ages 1-20,2018,Medicaid only,Administrative,46.0,51,48,44.4,52.5,,None,"Mathematica analysis of FFY 2018 Form CMS-416 reports (annual EPSDT report), Lines 1b and 12b.",Yes
Tennessee,Maternal and Perinatal Health,Child Core Set,Contraceptive Care: All Women Ages 15-20,CCW-CH,Percentage of Women at Risk for Unintended Pregnancy Provided a Most Effective or Moderately Effective Method of Contraception: Ages 15 to 20,2018,Medicaid only,Administrative,23.8,26,28.1,22.5,33.3,,Medicaid rates include managed care population (4 MCOs).,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Tennessee,Maternal and Perinatal Health,Child Core Set,Contraceptive Care: All Women Ages 15-20,CCW-CH,Percentage of Women at Risk for Unintended Pregnancy Provided a Long-Acting Reversible Method of Contraception: Ages 15 to 20,2018,Medicaid only,Administrative,4.8,25,5.4,4.2,7.2,,Medicaid rates include managed care population (4 MCOs).,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Tennessee,Maternal and Perinatal Health,Child Core Set,Contraceptive Care: All Women Ages 15-20,CCW-CH,Percentage of Women at Risk for Unintended Pregnancy Provided a Most Effective or Moderately Effective Method of Contraception: Ages 15 to 20,2018,CHIP only,Administrative,26.2,26,28.1,22.5,33.3,,CHIP rates include the CHIP Health Plan Administrators and Medical Benefits Managers population.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,No
Tennessee,Maternal and Perinatal Health,Child Core Set,Contraceptive Care: All Women Ages 15-20,CCW-CH,Percentage of Women at Risk for Unintended Pregnancy Provided a Long-Acting Reversible Method of Contraception: Ages 15 to 20,2018,CHIP only,Administrative,3.4,25,5.4,4.2,7.2,,CHIP rates include the CHIP Health Plan Administrators and Medical Benefits Managers population.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,No
Tennessee,Maternal and Perinatal Health,Child Core Set,Contraceptive Care: Postpartum Women Ages 15-20,CCP-CH,Percentage of Postpartum Women Provided a Most Effective or Moderately Effective Method of Contraception Within 3 Days of Delivery: Ages 15-20,2018,Medicaid only,Administrative,5.1,31,3.4,1.6,6.2,,Medicaid rates include managed care population (4 MCOs).,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Tennessee,Maternal and Perinatal Health,Child Core Set,Contraceptive Care: Postpartum Women Ages 15-20,CCP-CH,Percentage of Postpartum Women Provided a Most Effective or Moderately Effective Method of Contraception Within 60 Days of Delivery: Ages 15-20,2018,Medicaid only,Administrative,50.6,31,40.8,30.8,46.1,,Medicaid rates include managed care population (4 MCOs).,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Tennessee,Maternal and Perinatal Health,Child Core Set,Contraceptive Care: Postpartum Women Ages 15-20,CCP-CH,Percentage of Postpartum Women Provided a Long-Acting Reversible Method of Contraception Within 3 Days of Delivery: Ages 15-20,2018,Medicaid only,Administrative,0.4,31,1.4,0.5,2.7,,Medicaid rates include managed care population (4 MCOs).,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Tennessee,Maternal and Perinatal Health,Child Core Set,Contraceptive Care: Postpartum Women Ages 15-20,CCP-CH,Percentage of Postpartum Women Provided a Most Effective or Moderately Effective Method of Contraception Within 3 Days of Delivery: Ages 15-20,2018,CHIP only,Administrative,5.5,31,3.4,1.6,6.2,,CHIP rates include the CHIP Health Plan Administrators and Medical Benefits Managers population.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,No
Tennessee,Maternal and Perinatal Health,Child Core Set,Contraceptive Care: Postpartum Women Ages 15-20,CCP-CH,Percentage of Postpartum Women Provided a Most Effective or Moderately Effective Method of Contraception Within 60 Days of Delivery: Ages 15-20,2018,CHIP only,Administrative,43.0,31,40.8,30.8,46.1,,CHIP rates include the CHIP Health Plan Administrators and Medical Benefits Managers population.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,No
Tennessee,Maternal and Perinatal Health,Child Core Set,Contraceptive Care: Postpartum Women Ages 15-20,CCP-CH,Percentage of Postpartum Women Provided a Long-Acting Reversible Method of Contraception Within 3 Days of Delivery: Ages 15-20,2018,CHIP only,Administrative,0.5,31,1.4,0.5,2.7,,CHIP rates include the CHIP Health Plan Administrators and Medical Benefits Managers population.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,No
Tennessee,Maternal and Perinatal Health,Child Core Set,Contraceptive Care: Postpartum Women Ages 15-20,CCP-CH,Percentage of Postpartum Women Provided a Long-Acting Reversible Method of Contraception Within 60 Days of Delivery: Ages 15-20,2018,CHIP only,Administrative,17.9,31,16.3,10.7,21.4,,CHIP rates include the CHIP Health Plan Administrators and Medical Benefits Managers population.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,No
Tennessee,Maternal and Perinatal Health,Child Core Set,"Live Births Weighing Less Than 2,500 Grams",LBW-CH,"Percentage of Live Births that Weighed Less than 2,500 Grams",2018,Medicaid only,Administrative,10.9,25,9.1,10.5,8.3,,Medicaid rate includes managed care population (4 MCOs).,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Tennessee,Maternal and Perinatal Health,Child Core Set,"Live Births Weighing Less Than 2,500 Grams",LBW-CH,"Percentage of Live Births that Weighed Less than 2,500 Grams",2018,CHIP only,Administrative,5.8,25,9.1,10.5,8.3,,"CHIP rate includes the CHIP Health Plan Administrators and Medical Benefits Managers population. State attributes lower rate to possible undercounting of live births under 2,500 grams due to data limitations.",Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,No
Tennessee,Maternal and Perinatal Health,Child Core Set,Prenatal and Postpartum Care: Timeliness of Prenatal Care,PPC-CH,Percentage of Women Delivering a Live Birth with a Prenatal Care Visit in the First Trimester or within 42 Days of Enrollment in Medicaid or CHIP,2018,Medicaid only,Hybrid,79.2,39,80.6,71.3,86.3,,"Medicaid rate includes managed care population (4 MCOs). Denominator is the sample size; measure-eligible population is 34,617. Rate was validated by the state's EQRO.",Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Tennessee,Maternal and Perinatal Health,Child Core Set,Prenatal and Postpartum Care: Timeliness of Prenatal Care,PPC-CH,Percentage of Women Delivering a Live Birth with a Prenatal Care Visit in the First Trimester or within 42 Days of Enrollment in Medicaid or CHIP,2018,CHIP only,Hybrid,81.7,39,80.6,71.3,86.3,,"CHIP rate includes the CHIP Health Plan Administrators and Medical Benefits Managers population. Denominator is the sample size; measure-eligible population is 5,412. Rate was validated by the state’s EQRO.",Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,No
Tennessee,Primary Care Access and Preventive Care,Child Core Set,Adolescent Well-Care Visits: Ages 12-21,AWC-CH,Percentage with at Least 1 Well-Care Visit with a Primary Care Practitioner or an Obstetrical/Gynecological Practitioner: Ages 12-21,2018,Medicaid only,Hybrid,53.1,47,48.9,40,57,,"Medicaid rate includes managed care population (4 MCOs). Denominator is the sample size; measure-eligible population is 277,603. State attributes rate increase from FFY 2017 to quality improvement efforts.",Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Tennessee,Primary Care Access and Preventive Care,Child Core Set,Adolescent Well-Care Visits: Ages 12-21,AWC-CH,Percentage with at Least 1 Well-Care Visit with a Primary Care Practitioner or an Obstetrical/Gynecological Practitioner: Ages 12-21,2018,CHIP only,Hybrid,40.4,47,48.9,40,57,,"CHIP rate includes the CHIP Health Plan Administrators and Medical Benefits Managers population.  Denominator is the sample size; measure-eligible population is 32,530. Rate was validated by the state's EQRO.",Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,No
Tennessee,Primary Care Access and Preventive Care,Child Core Set,Childhood Immunization Status: Age 2,CIS-CH,Percentage Up-to-Date on Immunizations (Combination 3) by their Second Birthday,2018,Medicaid only,Hybrid,70.6,43,69.5,64,73.4,,"Medicaid rate includes managed care population (4 MCOs). Denominator is the sample size; measure-eligible population is 42,743. Rate was validated by the state's EQRO.",Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Tennessee,Primary Care Access and Preventive Care,Child Core Set,Childhood Immunization Status: Age 2,CIS-CH,Percentage Up-to-Date on Immunizations (Combination 3) by their Second Birthday,2018,CHIP only,Hybrid,71.3,43,69.5,64,73.4,,CHIP rate includes the CHIP Health Plan Administrators and Medical Benefits Managers population. Denominator is the sample size; measure-eligible population is 486. Rate was validated by the state’s EQRO.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,No
Tennessee,Primary Care Access and Preventive Care,Child Core Set,Children and Adolescents' Access to Primary Care Practitioners: Ages 12 Months-19 Years,CAP-CH,Percentage with a PCP Visit in the Past Year: Ages 12-24 Months,2018,Medicaid only,Administrative,95.4,45,95.7,94.6,96.7,,Medicaid rates include managed care population (4 MCOs). Rates were validated by the state's EQRO.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Tennessee,Primary Care Access and Preventive Care,Child Core Set,Children and Adolescents' Access to Primary Care Practitioners: Ages 12 Months-19 Years,CAP-CH,Percentage with a PCP Visit in the Past Year: Ages 25 Months-6 Years,2018,Medicaid only,Administrative,86.7,45,87.7,86,90.1,,Medicaid rates include managed care population (4 MCOs). Rates were validated by the state's EQRO.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Tennessee,Primary Care Access and Preventive Care,Child Core Set,Children and Adolescents' Access to Primary Care Practitioners: Ages 12 Months-19 Years,CAP-CH,Percentage with a PCP Visit in the Past Two Years: Ages 7-11 Years,2018,Medicaid only,Administrative,91.2,45,91.1,89.2,93.8,,Medicaid rates include managed care population (4 MCOs). Rates were validated by the state's EQRO.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Tennessee,Primary Care Access and Preventive Care,Child Core Set,Children and Adolescents' Access to Primary Care Practitioners: Ages 12 Months-19 Years,CAP-CH,Percentage with a PCP Visit in the Past Two Years: Ages 12-19 Years,2018,Medicaid only,Administrative,88.1,45,90.6,87.7,92.7,,Medicaid rates include managed care population (4 MCOs). Rates were validated by the state's EQRO.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Tennessee,Primary Care Access and Preventive Care,Child Core Set,Children and Adolescents' Access to Primary Care Practitioners: Ages 12 Months-19 Years,CAP-CH,Percentage with a PCP Visit in the Past Year: Ages 12-24 Months,2018,CHIP only,Administrative,91.8,45,95.7,94.6,96.7,,CHIP rates include the CHIP Health Plan Administrators and Medical Benefits Managers population. Rates were validated by the state's EQRO.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,No
Tennessee,Primary Care Access and Preventive Care,Child Core Set,Children and Adolescents' Access to Primary Care Practitioners: Ages 12 Months-19 Years,CAP-CH,Percentage with a PCP Visit in the Past Year: Ages 25 Months-6 Years,2018,CHIP only,Administrative,84.5,45,87.7,86,90.1,,CHIP rates include the CHIP Health Plan Administrators and Medical Benefits Managers population. Rates were validated by the state's EQRO.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,No
Tennessee,Primary Care Access and Preventive Care,Child Core Set,Children and Adolescents' Access to Primary Care Practitioners: Ages 12 Months-19 Years,CAP-CH,Percentage with a PCP Visit in the Past Two Years: Ages 7-11 Years,2018,CHIP only,Administrative,88.5,45,91.1,89.2,93.8,,CHIP rates include the CHIP Health Plan Administrators and Medical Benefits Managers population. Rates were validated by the state's EQRO.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,No
Tennessee,Primary Care Access and Preventive Care,Child Core Set,Children and Adolescents' Access to Primary Care Practitioners: Ages 12 Months-19 Years,CAP-CH,Percentage with a PCP Visit in the Past Two Years: Ages 12-19 Years,2018,CHIP only,Administrative,85.1,45,90.6,87.7,92.7,,CHIP rates include the CHIP Health Plan Administrators and Medical Benefits Managers population. Rates were validated by the state's EQRO.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,No
Tennessee,Primary Care Access and Preventive Care,Child Core Set,Chlamydia Screening in Women Ages 16-20,CHL-CH,Percentage of Sexually Active Women Screened for Chlamydia: Ages 16-20,2018,Medicaid only,Administrative,50.4,44,50.1,44.6,58.5,,Medicaid rate includes managed care population (4 MCOs). Rate was validated by the state's EQRO.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Tennessee,Primary Care Access and Preventive Care,Child Core Set,Chlamydia Screening in Women Ages 16-20,CHL-CH,Percentage of Sexually Active Women Screened for Chlamydia: Ages 16-20,2018,CHIP only,Administrative,31.2,44,50.1,44.6,58.5,,CHIP rate includes the CHIP Health Plan Administrators and Medical Benefits Managers population. Rate was validated by the state's EQRO.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,No
Tennessee,Primary Care Access and Preventive Care,Child Core Set,Immunizations for Adolescents: Age 13,IMA-CH,Percentage Completing the Human Papillomavirus (HPV) Vaccine Series by Their 13th Birthday,2018,Medicaid only,Hybrid,24.6,44,32.3,23.8,40.3,,"Medicaid rates include managed care population (4 MCOs). Denominator is the sample size; measure-eligible population is 33,299. Rates were validated by the state's EQRO.",Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Tennessee,Primary Care Access and Preventive Care,Child Core Set,Immunizations for Adolescents: Age 13,IMA-CH,Percentage Receiving Meningococcal Conjugate and Tdap Vaccines (Combination 1) by their 13th Birthday,2018,Medicaid only,Hybrid,70.6,43,77.3,64.3,84.4,,"Medicaid rates include managed care population (4 MCOs). Denominator is the sample size; measure-eligible population is 33,299. Rates were validated by the state's EQRO.",Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Tennessee,Primary Care Access and Preventive Care,Child Core Set,Immunizations for Adolescents: Age 13,IMA-CH,Percentage Completing the Human Papillomavirus (HPV) Vaccine Series by Their 13th Birthday,2018,CHIP only,Hybrid,15.1,44,32.3,23.8,40.3,,"CHIP rates include the CHIP Health Plan Administrators and Medical Benefits Managers population.  Denominator is the sample size; measure-eligible population is 4,356. Rates were validated by the state's EQRO.",Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,No
Tennessee,Primary Care Access and Preventive Care,Child Core Set,Immunizations for Adolescents: Age 13,IMA-CH,Percentage Receiving Meningococcal Conjugate and Tdap Vaccines (Combination 1) by their 13th Birthday,2018,CHIP only,Hybrid,64.9,43,77.3,64.3,84.4,,"CHIP rates include the CHIP Health Plan Administrators and Medical Benefits Managers population.  Denominator is the sample size; measure-eligible population is 4,356. Rates were validated by the state's EQRO.",Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,No
Tennessee,Primary Care Access and Preventive Care,Child Core Set,Weight Assessment and Counseling for Nutrition and Physical Activity for Children/Adolescents - Body Mass Index Assessment for Children/Adolescents: Ages 3-17,WCC-CH,Percentage who had an Outpatient Visit with a Primary Care Practitioner or Obstetrical/Gynecological Practitioner who had Body Mass Index Percentile Documented in the Medical Record: Ages 3-17,2018,Medicaid only,Hybrid,77.2,37,69.7,39.7,77.2,,"Medicaid rate includes managed care population (4 MCOs). Denominator is the sample size; measure-eligible population is 439,938. Rate was validated by the state's EQRO.",Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Wyoming,Primary Care Access and Preventive Care,Child Core Set,Children and Adolescents' Access to Primary Care Practitioners: Ages 12 Months-19 Years,CAP-CH,Percentage with a PCP Visit in the Past Year: Ages 25 Months-6 Years,2018,CHIP only,NR,NR,45,87.7,86,90.1,NR = State did not report the measure for this population,None,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,
Tennessee,Primary Care Access and Preventive Care,Child Core Set,Weight Assessment and Counseling for Nutrition and Physical Activity for Children/Adolescents - Body Mass Index Assessment for Children/Adolescents: Ages 3-17,WCC-CH,Percentage who had an Outpatient Visit with a Primary Care Practitioner or Obstetrical/Gynecological Practitioner who had Body Mass Index Percentile Documented in the Medical Record: Ages 3-17,2018,CHIP only,Hybrid,71.8,37,69.7,39.7,77.2,,"CHIP rate includes the CHIP Health Plan Administrators and Medical Benefits Managers population. Denominator is the sample size; measure-eligible population is 41,787. State attributes rate increase from FFY 2017 to using the measure as a quality incentive measure. Rate was validated by the state’s EQRO.",Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,No
Tennessee,Primary Care Access and Preventive Care,Child Core Set,Well-Child Visits in the First 15 Months of Life,W15-CH,Percentage of Children who had 6 or More Well-Child Visits with a Primary Care Practitioner during the First 15 Months of Life,2018,Medicaid only,Hybrid,66.9,47,63.2,57.3,69.5,,"Medicaid rate includes managed care population (4 MCOs). Denominator is the sample size; measure-eligible population is 37,997. Rate was validated by the state's EQRO.",Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Tennessee,Primary Care Access and Preventive Care,Child Core Set,Well-Child Visits in the First 15 Months of Life,W15-CH,Percentage of Children who had 6 or More Well-Child Visits with a Primary Care Practitioner during the First 15 Months of Life,2018,CHIP only,Hybrid,76.0,47,63.2,57.3,69.5,,CHIP rate includes the CHIP Health Plan Administrators and Medical Benefits Managers population. Denominator is the sample size; measure-eligible population is 324. Rate was validated by the state's EQRO.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,No
Tennessee,Primary Care Access and Preventive Care,Child Core Set,"Well-Child Visits in the Third, Fourth, Fifth, and Sixth Years of Life: Ages 3-6",W34-CH,Percentage who had 1 or More Well-Child Visits with a Primary Care Practitioner: Ages 3-6,2018,Medicaid only,Hybrid,72.6,48,69.3,62.1,76.6,,"Medicaid rate includes managed care population (4 MCOs). Denominator is the sample size; measure-eligible population is 161,914. Rate was validated by the state's EQRO.",Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Tennessee,Primary Care Access and Preventive Care,Child Core Set,"Well-Child Visits in the Third, Fourth, Fifth, and Sixth Years of Life: Ages 3-6",W34-CH,Percentage who had 1 or More Well-Child Visits with a Primary Care Practitioner: Ages 3-6,2018,CHIP only,Hybrid,59.6,48,69.3,62.1,76.6,,"CHIP rate includes the CHIP Health Plan Administrators and Medical Benefits Managers population. Denominator is the sample size; measure-eligible population is 7,972. Rate was validated by the state's EQRO.",Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,No
Texas,Behavioral Health Care,Child Core Set,Follow-Up After Hospitalization for Mental Illness: Ages 6-20,FUH-CH,Percentage of Hospitalizations for Mental Illness with a Follow-Up Visit Within 7 Days of Discharge: Ages 6-20,2018,Medicaid only,Administrative,33.6,45,44.7,35.1,55.4,,Medicaid rates include FFS and managed care populations (34 MCOs). Rates were validated by the state's EQRO.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Texas,Behavioral Health Care,Child Core Set,Follow-Up After Hospitalization for Mental Illness: Ages 6-20,FUH-CH,Percentage of Hospitalizations for Mental Illness with a Follow-Up Visit Within 30 Days of Discharge: Ages 6-20,2018,Medicaid only,Administrative,56.5,44,67.1,56.6,76.2,,Medicaid rates include FFS and managed care populations (34 MCOs). Rates were validated by the state's EQRO.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Texas,Behavioral Health Care,Child Core Set,Follow-Up After Hospitalization for Mental Illness: Ages 6-20,FUH-CH,Percentage of Hospitalizations for Mental Illness with a Follow-Up Visit Within 7 Days of Discharge: Ages 6-20,2018,CHIP only,Administrative,34.7,45,44.7,35.1,55.4,,CHIP rates include managed care population (17 MCOs). Rates were validated by the state's EQRO.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,No
Texas,Behavioral Health Care,Child Core Set,Follow-Up After Hospitalization for Mental Illness: Ages 6-20,FUH-CH,Percentage of Hospitalizations for Mental Illness with a Follow-Up Visit Within 30 Days of Discharge: Ages 6-20,2018,CHIP only,Administrative,55.6,44,67.1,56.6,76.2,,CHIP rates include managed care population (17 MCOs). Rates were validated by the state's EQRO.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,No
Texas,Behavioral Health Care,Child Core Set,Follow-Up Care for Children Newly Prescribed Attention-Deficit/Hyperactivity Disorder (ADHD) Medication: Ages 6-12,ADD-CH,Percentage Newly Prescribed ADHD Medication with 1 Follow-Up Visit During the 30-Day Initiation Phase: Ages 6-12,2018,Medicaid only,Administrative,37.6,40,48.7,43,56.3,,Medicaid rates include FFS and managed care populations (34 MCOs). Rates were validated by the state's EQRO.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Texas,Behavioral Health Care,Child Core Set,Follow-Up Care for Children Newly Prescribed Attention-Deficit/Hyperactivity Disorder (ADHD) Medication: Ages 6-12,ADD-CH,Percentage Newly Prescribed ADHD Medication with at Least 2 Follow-Up Visits in the 9 Months Following the Initiation Phase: Ages 6-12,2018,Medicaid only,Administrative,50.4,40,61.1,53.1,66.2,,Medicaid rates include FFS and managed care populations (34 MCOs). Rates were validated by the state's EQRO.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Texas,Behavioral Health Care,Child Core Set,Follow-Up Care for Children Newly Prescribed Attention-Deficit/Hyperactivity Disorder (ADHD) Medication: Ages 6-12,ADD-CH,Percentage Newly Prescribed ADHD Medication with 1 Follow-Up Visit During the 30-Day Initiation Phase: Ages 6-12,2018,CHIP only,Administrative,34.9,40,48.7,43,56.3,,CHIP rates include managed care population (17 MCOs). Rates were validated by the state's EQRO.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,No
Texas,Behavioral Health Care,Child Core Set,Follow-Up Care for Children Newly Prescribed Attention-Deficit/Hyperactivity Disorder (ADHD) Medication: Ages 6-12,ADD-CH,Percentage Newly Prescribed ADHD Medication with at Least 2 Follow-Up Visits in the 9 Months Following the Initiation Phase: Ages 6-12,2018,CHIP only,Administrative,50.2,40,61.1,53.1,66.2,,CHIP rates include managed care population (17 MCOs). Rates were validated by the state's EQRO.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,No
Texas,Behavioral Health Care,Child Core Set,Use of First-Line Psychosocial Care for Children and Adolescents on Antipsychotics: Ages 1-17,APP-CH,Percentage who had a New Prescription for an Antipsychotic Medication and had Documentation of Psychosocial Care as First-Line Treatment: Ages 1-17,2018,Medicaid only,Administrative,46.7,28,63.5,57,69,,Medicaid rate includes FFS and managed care populations (29 MCOs). Rate was validated by the state's EQRO.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Texas,Behavioral Health Care,Child Core Set,Use of First-Line Psychosocial Care for Children and Adolescents on Antipsychotics: Ages 1-17,APP-CH,Percentage who had a New Prescription for an Antipsychotic Medication and had Documentation of Psychosocial Care as First-Line Treatment: Ages 1-17,2018,CHIP only,Administrative,37.6,28,63.5,57,69,,CHIP rate includes managed care population (17 MCOs). Rate was validated by the state's EQRO.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,No
Texas,Behavioral Health Care,Child Core Set,Use of Multiple Concurrent Antipsychotics in Children and Adolescents: Ages 1-17,APC-CH,Percentage on Two or More Concurrent Antipsychotic Medications: Ages 1-17,2018,Medicaid only,Administrative,2.0,39,2.9,3.6,1.9,,Medicaid rate includes FFS and managed care populations (29 MCOs). Rate was validated by the state's EQRO.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Texas,Behavioral Health Care,Child Core Set,Use of Multiple Concurrent Antipsychotics in Children and Adolescents: Ages 1-17,APC-CH,Percentage on Two or More Concurrent Antipsychotic Medications: Ages 1-17,2018,CHIP only,Administrative,0.3,39,2.9,3.6,1.9,,CHIP rate includes managed care population (17 MCOs). Rate was validated by the state's EQRO.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,No
Texas,Care of Acute and Chronic Conditions,Child Core Set,Ambulatory Care: Emergency Department (ED) Visits: Ages 0-19,AMB-CH,"Emergency Department Visits per 1,000 Beneficiary Months: Ages 0-19",2018,Medicaid only,Administrative,48.9,44,44.5,50,37.5,,Medicaid rate includes FFS and managed care populations (34 MCOs). Rate was validated by the state's EQRO.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Texas,Care of Acute and Chronic Conditions,Child Core Set,Ambulatory Care: Emergency Department (ED) Visits: Ages 0-19,AMB-CH,"Emergency Department Visits per 1,000 Beneficiary Months: Ages 0-19",2018,CHIP only,Administrative,23.9,44,44.5,50,37.5,,CHIP rate includes managed care population (17 MCOs). Rate was validated by the state's EQRO.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,No
Texas,Care of Acute and Chronic Conditions,Child Core Set,Asthma Medication Ratio: Ages 5-18,AMR-CH,Percentage with Persistent Asthma who had a Ratio of Controller Medications to Total Asthma Medications of 0.50 or Greater: Ages 5-11,2018,Medicaid only,Administrative,64.0,32,73,66.6,76.9,,Medicaid rates include FFS and managed care populations (34 MCOs). Rates were validated by the state's EQRO.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Texas,Care of Acute and Chronic Conditions,Child Core Set,Asthma Medication Ratio: Ages 5-18,AMR-CH,Percentage with Persistent Asthma who had a Ratio of Controller Medications to Total Asthma Medications of 0.50 or Greater: Ages 12-18,2018,Medicaid only,Administrative,54.6,32,63.8,59.7,67.7,,Medicaid rates include FFS and managed care populations (34 MCOs). Rates were validated by the state's EQRO.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Texas,Care of Acute and Chronic Conditions,Child Core Set,Asthma Medication Ratio: Ages 5-18,AMR-CH,Percentage with Persistent Asthma who had a Ratio of Controller Medications to Total Asthma Medications of 0.50 or Greater: Ages 5-18,2018,Medicaid only,Administrative,60.2,31,69.6,64,72.6,,Medicaid rates include FFS and managed care populations (34 MCOs). Rates were validated by the state's EQRO.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Texas,Care of Acute and Chronic Conditions,Child Core Set,Asthma Medication Ratio: Ages 5-18,AMR-CH,Percentage with Persistent Asthma who had a Ratio of Controller Medications to Total Asthma Medications of 0.50 or Greater: Ages 5-11,2018,CHIP only,Administrative,79.0,32,73,66.6,76.9,,CHIP rates include managed care population (17 MCOs). Rates were validated by the state's EQRO.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,No
Texas,Care of Acute and Chronic Conditions,Child Core Set,Asthma Medication Ratio: Ages 5-18,AMR-CH,Percentage with Persistent Asthma who had a Ratio of Controller Medications to Total Asthma Medications of 0.50 or Greater: Ages 12-18,2018,CHIP only,Administrative,66.5,32,63.8,59.7,67.7,,CHIP rates include managed care population (17 MCOs). Rates were validated by the state's EQRO.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,No
Texas,Care of Acute and Chronic Conditions,Child Core Set,Asthma Medication Ratio: Ages 5-18,AMR-CH,Percentage with Persistent Asthma who had a Ratio of Controller Medications to Total Asthma Medications of 0.50 or Greater: Ages 5-18,2018,CHIP only,Administrative,73.7,31,69.6,64,72.6,,CHIP rates include managed care population (17 MCOs). Rates were validated by the state's EQRO.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,No
