State Abbreviation,State Name,Report Date,State Expanded Medicaid,Preliminary_Updated,Final_Report,New Applications Submitted to Medicaid and CHIP Agencies,New Applications Submitted to Medicaid and CHIP Agencies – footnotes,Applications for Financial Assistance Submitted to the State Based Marketplace,Applications for Financial Assistance Submitted to the State Based Marketplace – footnotes,Total Applications for Financial Assistance Submitted at State Level,Total Applications for Financial Assistance Submitted at State Level – footnotes,Individuals Determined Eligible for Medicaid at Application,Individuals Determined Eligible for Medicaid at Application - footnotes,Individuals Determined Eligible for CHIP at Application,Individuals Determined Eligible for CHIP at Application - footnotes,Total Medicaid and CHIP Determinations,Total Medicaid and CHIP Determinations - Footnotes,Medicaid and CHIP Child Enrollment,Medicaid and CHIP Child Enrollment - footnotes,Total Medicaid and CHIP Enrollment,Total Medicaid and CHIP Enrollment - footnotes,Latitude,Longitude,New Georeferenced Column,Total Medicaid Enrollment ,Total Medicaid Enrollment - footnotes,Total CHIP Enrollment,Total CHIP Enrollment - footnotes
NJ,New Jersey,06/01/2019,Y,P,N,34382,Does Not Include All Non-MAGI Applications Submitted to Medicaid and CHIP Agencies,N/A,,34382,Does Not Include All Non-MAGI Applications,14468,Does Not Include All Non-MAGI Determinations Made At Application; Does Not Include All MAGI Determinations Made At Application; Does Not Include All Medicaid Determinations Made At Application,6027,,20495,Does Not Include All Non-MAGI Determinations Made At Application; Does Not Include All MAGI Determinations Made At Application; Does Not Include All Medicaid Determinations Made At Application,810310,,1694300,,41.1289,-98.2883,"(41.1289, -98.2883)",1473269,,221031,
AR,Arkansas,06/01/2019,Y,P,N,18968,,N/A,,18968,,8381,,327,,8708,,366607,,784372,,34.9513,-92.3809,"(34.9513, -92.3809)",752206,,32166,
OR,Oregon,08/01/2019,Y,P,N,12542,Does Not Include All Non-MAGI Applications Submitted to Medicaid and CHIP Agencies,N/A,,12542,Does Not Include All Non-MAGI Applications,22242,"Count is of Households, Not Individuals; Does Not Include All Non-MAGI Determinations Made At Application",2483,,24725,Does Not Include All Non-MAGI Determinations Made At Application,412474,,981102,,40.3736,-82.7755,"(40.3736, -82.7755)",853802,,127300,
DC,District of Columbia,09/01/2019,Y,U,Y,4213,Includes SBM data,2077,,6290,Includes Renewals and/or Redeterminations,4448,Includes Renewals and/or Redeterminations; Includes CHIP,,,4448,,,,252070,,41.5834,-72.7622,"(41.5834, -72.7622)",234920,,17150,
NY,New York,07/01/2018,Y,U,Y,,,722351,,722351,,109003,,7199,,116202,,2463467,,6152207,,34.8375,-106.2371,"(34.8375, -106.2371)",5597943,,554264,
MD,Maryland,06/01/2017,Y,P,N,7256,,83277,Includes Renewals and/or Redeterminations,90533,Includes Renewals and/or Redeterminations,24087,"Count is of Households, Not Individuals; Includes Renewals and/or Redeterminations",3427,"Count is of Households, Not Individuals; Includes Renewals and/or Redeterminations",27514,"Count is of Households, Not Individuals; Includes Renewals and/or Redeterminations",604560,,1295880,,42.2373,-71.5314,"(42.2373, -71.5314)",1150131,,145749,
MA,Massachusetts,07/01/2020,Y,P,Y,8386,,3443,,11829,,9284,,721,,10005,,683811,,1629141,,31.1801,-91.8749,"(31.1801, -91.8749)",1440140,,189001,
SC,South Carolina,08/01/2017,N,U,Y,22883,,N/A,,22883,,9708,Does Not Include All Medicaid Determinations Made At Application,171,Does Not Include All CHIP Determinations Made At Application,9879,Does Not Include All Medicaid Determinations Made At Application; Does Not Include All CHIP Determinations Made At Application,648809,,1033865,,40.5773,-77.264,"(40.5773, -77.264)",956011,,77854,
OK,Oklahoma,09/01/2017,N,P,N,43996,,N/A,,43996,,40116,,7865,,47981,,520337,,744800,,42.1497,-74.9384,"(42.1497, -74.9384)",630366,,114434,
NC,North Carolina,03/01/2018,N,P,N,22992,,N/A,,22992,,35639,,3628,,39267,,1201629,,1793406,,32.7673,-89.6812,"(32.7673, -89.6812)",1552552,,240854,
WI,Wisconsin,05/01/2019,N,P,N,23487,Does Not Include All Applications for Limited-Benefit Programs Submitted to Medicaid and CHIP Agencies,N/A,,23487,Does Not Include All Applications for Limited-Benefit Programs,17775,"Count is of Households, Not Individuals",1092,,18867,,503652,,1031719,,37.768,-78.2057,"(37.768, -78.2057)",963686,,68033,
PA,Pennsylvania,02/01/2018,Y,P,N,67524,Includes Renewals and/or Redeterminations,N/A,,67524,Includes Renewals and/or Redeterminations,40585,"Includes Renewals and/or Redeterminations; Count is of Households, Not Individuals",9965,"Count is of Households, Not Individuals",50550,"Includes Renewals and/or Redeterminations; Count is of Households, Not Individuals",1401765,,2984134,,35.5376,-96.9247,"(35.5376, -96.9247)",2803302,,180832,
DC,District of Columbia,03/01/2019,Y,P,N,2075,Includes SBM data,1758,,3833,Includes Renewals and/or Redeterminations,4001,Includes Renewals and/or Redeterminations; Includes CHIP,,,4001,,,,254463,,41.5834,-72.7622,"(41.5834, -72.7622)",238001,,16462,
NC,North Carolina,03/01/2019,N,U,Y,21212,,N/A,,21212,,32061,,3649,,35710,,1183197,,1748628,,32.7673,-89.6812,"(32.7673, -89.6812)",1484985,,263643,
AL,Alabama,08/01/2017,N,U,Y,20055,,N/A,,20055,,30256,,4205,,34461,,633882,,896052,,32.799,-86.8073,"(32.799, -86.8073)",737724,,158328,
IL,Illinois,10/01/2018,Y,P,N,67479,,N/A,,67479,,39943,,13106,,53049,,1372932,,2901589,,44.2394,-114.5103,"(44.2394, -114.5103)",2659284,,242305,
GA,Georgia,08/01/2017,N,U,Y,55319,,N/A,,55319,,26420,,1251,,27671,,1238585,,1766183,,27.8333,-81.717,"(27.8333, -81.717)",1585673,,180510,
AR,Arkansas,06/01/2020,Y,P,N,16074,,N/A,,16074,,9959,,668,,10627,,377935,,830467,,34.9513,-92.3809,"(34.9513, -92.3809)",796259,,34208,
IN,Indiana,06/01/2020,Y,P,N,57835,,N/A,,57835,,40707,,2749,,43456,,836741,,1602976,,40.3363,-89.0022,"(40.3363, -89.0022)",1489935,,113041,
VT,Vermont,03/01/2020,Y,P,N,2755,,2656,,5411,Includes Renewals and/or Redeterminations,4460,Includes Renewals and/or Redeterminations,137,,4597,,60930,,152616,,31.106,-97.6475,"(31.106, -97.6475)",147956,,4660,
MI,Michigan,03/01/2018,Y,P,N,47261,,N/A,,47261,,47242,Does Not Include All MAGI Determinations Made At Application; Includes Renewals and/or Redeterminations,1430,,48672,,940313,Does Not Include All Full-Benefit Child Medicaid enrollees,2357199,Does Not Include All Full-Benefit Medicaid enrollees,44.6074,-69.3977,"(44.6074, -69.3977)",2301892,Does Not Include All Full-Benefit Medicaid enrollees,55307,
NV,Nevada,09/01/2018,Y,P,N,17156,Includes Renewals and/or Redeterminations,N/A,,17156,Includes Renewals and/or Redeterminations,10843,"Count is of Households, Not Individuals; Includes Renewals and/or Redeterminations",63,,10906,,307532,,644952,,40.314,-74.5089,"(40.314, -74.5089)",603686,,41266,
HI,Hawaii,12/01/2017,Y,U,Y,4291,,N/A,,4291,,7767,,449,,8216,,144476,,346747,,32.9866,-83.6487,"(32.9866, -83.6487)",322079,,24668,
AZ,Arizona,04/01/2020,Y,U,Y,84566,,N/A,,84566,,,,,,,,,,1781233,,14.2417,-170.7197,"(14.2417, -170.7197)",1680112,,101121,
IN,Indiana,07/01/2018,Y,U,Y,84387,,N/A,,84387,,34905,,2736,,37641,,801393,,1448302,,40.3363,-89.0022,"(40.3363, -89.0022)",1338462,,109840,
MT,Montana,10/01/2017,Y,P,N,3767,,N/A,,3767,,3777,,187,,3964,,126378,,264590,,14.8058,145.5505,"(14.8058, 145.5505)",237810,,26780,
NC,North Carolina,07/01/2018,N,U,Y,21765,,N/A,,21765,,33183,,3512,,36695,,1186337,,1772526,,32.7673,-89.6812,"(32.7673, -89.6812)",1527723,,244803,
NE,Nebraska,07/01/2018,N,U,Y,6204,,N/A,,6204,,7121,,966,,8087,,165231,,248379,,35.6411,-79.8431,"(35.6411, -79.8431)",214466,,33913,
VT,Vermont,06/01/2018,Y,U,Y,2952,,1211,,4163,Includes Renewals and/or Redeterminations,4824,Includes Renewals and/or Redeterminations,153,,4977,,63536,,162899,,31.106,-97.6475,"(31.106, -97.6475)",158469,,4430,
WY,Wyoming,06/01/2017,N,P,N,1402,Does Not Include All Medicaid Applications Submitted to Medicaid and CHIP Agencies; Includes Administrative Data Transfers,N/A,,1402,Does Not Include All Medicaid Applications; Does Not Include All CHIP Applications; Includes Administrative Data Transfers,,,,,,,37493,,60822,,44.0407,-72.7093,"(44.0407, -72.7093)",56558,,4264,
SC,South Carolina,03/01/2018,N,P,N,22982,,N/A,,22982,,6412,Does Not Include All Medicaid Determinations Made At Application,125,Does Not Include All CHIP Determinations Made At Application,6537,Does Not Include All Medicaid Determinations Made At Application; Does Not Include All CHIP Determinations Made At Application,637238,,1014704,,40.5773,-77.264,"(40.5773, -77.264)",931639,,83065,
NE,Nebraska,10/01/2017,N,P,N,6505,,N/A,,6505,,7838,,1066,,8904,,160053,,241154,,35.6411,-79.8431,"(35.6411, -79.8431)",208977,,32177,
NH,New Hampshire,07/01/2018,Y,U,Y,7801,,N/A,,7801,,4688,,430,,5118,,91286,,185233,,47.5362,-99.793,"(47.5362, -99.793)",170725,,14508,
NH,New Hampshire,03/01/2020,Y,U,Y,7998,,N/A,,7998,,5404,,521,,5925,,89762,,183172,,47.5362,-99.793,"(47.5362, -99.793)",167761,,15411,
IN,Indiana,04/01/2019,Y,P,N,94483,,N/A,,94483,,41133,,3676,,44809,,793359,,1458704,,40.3363,-89.0022,"(40.3363, -89.0022)",1347872,,110832,
AL,Alabama,07/01/2020,N,P,Y,8349,,N/A,,8349,,9250,,1210,,10460,,678307,,965307,,32.799,-86.8073,"(32.799, -86.8073)",791377,,173930,
NM,New Mexico,05/01/2019,Y,P,N,12433,,N/A,,12433,,19970,,1695,,21665,,329529,Includes Limited-Benefit Enrollees,730986,Includes Limited-Benefit Enrollees,43.4108,-71.5653,"(43.4108, -71.5653)",694039,Includes Limited-Benefit Enrollees,36947,
CA,California,09/01/2017,Y,P,N,150780,Does Not Include All Medicaid Applications Submitted to Medicaid and CHIP Agencies,,,150780,,162872,Does Not Include All Medicaid Determinations Made At Application,11939,Does Not Include All CHIP Determinations Made At Application,174811,Does Not Include All Medicaid Determinations Made At Application; Does Not Include All CHIP Determinations Made At Application,5136737,,12201514,,33.7712,-111.3877,"(33.7712, -111.3877)",10906303,,1295211,
LA,Louisiana,10/01/2019,Y,P,N,32808,,N/A,,32808,,22318,,2084,,24402,,731669,,1522276,,37.669,-84.6514,"(37.669, -84.6514)",1402590,,119686,
ID,Idaho,01/01/2020,Y,P,N,20449,,,,20449,,21398,,2314,,23712,,173233,,313122,,42.0046,-93.214,"(42.0046, -93.214)",285354,,27768,
NJ,New Jersey,04/01/2018,Y,P,N,26661,,N/A,,26661,,14860,Does Not Include All Medicaid Determinations Made At Application,5287,Does Not Include All CHIP Determinations Made At Application,20147,Does Not Include All Medicaid Determinations Made At Application; Does Not Include All CHIP Determinations Made At Application,838386,,1759639,,41.1289,-98.2883,"(41.1289, -98.2883)",1549496,,210143,
DE,Delaware,07/01/2019,Y,P,N,2928,,N/A,,2928,,5220,,719,,5939,,105616,,231571,,38.8964,-77.0262,"(38.8964, -77.0262)",220253,,11318,
MI,Michigan,05/01/2019,Y,P,N,56874,,N/A,,56874,,52925,Does Not Include All MAGI Determinations Made At Application; Includes Renewals and/or Redeterminations,1889,,54814,,929034,Does Not Include All Full-Benefit Child Medicaid enrollees,2289512,Does Not Include All Full-Benefit Medicaid enrollees,44.6074,-69.3977,"(44.6074, -69.3977)",2229451,Does Not Include All Full-Benefit Medicaid enrollees,60061,
ND,North Dakota,01/01/2020,Y,U,Y,2384,,N/A,,2384,,2579,,94,,2673,,42494,,89890,,46.9048,-110.3261,"(46.9048, -110.3261)",87668,,2222,
GA,Georgia,02/01/2019,N,U,Y,39862,,N/A,,39862,,27493,,1046,,28539,,1255853,,1835052,,27.8333,-81.717,"(27.8333, -81.717)",1618389,,216663,
MD,Maryland,04/01/2020,Y,P,N,2907,,65509,Includes Renewals and/or Redeterminations,68416,Includes Renewals and/or Redeterminations,37967,Includes Renewals and/or Redeterminations,3197,Includes Renewals and/or Redeterminations,41164,Includes Renewals and/or Redeterminations,622300,,1338762,,42.2373,-71.5314,"(42.2373, -71.5314)",1197972,,140790,
MO,Missouri,07/01/2018,N,P,N,19846,,N/A,,19846,,9071,"Includes Renewals and/or Redeterminations; Count is of households, not individuals; Includes CHIP",,,9071,"Includes Renewals and/or Redeterminations; Count is of households, not individuals",600023,,933441,,45.7326,-93.9196,"(45.7326, -93.9196)",902002,,31439,
NJ,New Jersey,11/01/2018,Y,U,Y,36113,Does Not Include All Non-MAGI Applications Submitted to Medicaid and CHIP Agencies,N/A,,36113,Does Not Include All Non-MAGI Applications,12099,Does Not Include All Non-MAGI Determinations Made At Application,4513,Does Not Include All CHIP Determinations Made At Application,16612,Does Not Include All Non-MAGI Determinations Made At Application; Does Not Include All Medicaid Determinations Made At Application; Does Not Include All CHIP Determinations Made At Application,828070,,1741615,,41.1289,-98.2883,"(41.1289, -98.2883)",1529658,,211957,
NY,New York,07/01/2019,Y,P,N,,,748567,,748567,,107284,,5741,,113025,,2422697,Includes Retroactive Enrollments,6096998,Includes Retroactive Enrollments,34.8375,-106.2371,"(34.8375, -106.2371)",5508804,Includes Retroactive Enrollments,588194,
OK,Oklahoma,06/01/2020,N,P,N,32790,Includes Renewals and/or Redeterminations,N/A,,32790,Includes Renewals and/or Redeterminations,89321,Includes Renewals and/or Redeterminations,19341,,108662,Includes Renewals and/or Redeterminations,549537,,797220,,42.1497,-74.9384,"(42.1497, -74.9384)",672238,,124982,
CT,Connecticut,08/01/2018,Y,U,Y,5097,Includes Duplicates,12337,Includes Duplicates; Includes Renewals and/or Redeterminations,17434,Includes Duplicates,16284,Includes Renewals and/or Redeterminations,365,Includes Renewals and/or Redeterminations,16649,Includes Renewals and/or Redeterminations,329137,,847023,,39.0646,-105.3272,"(39.0646, -105.3272)",828292,,18731,
CA,California,04/01/2018,Y,U,Y,164485,Does Not Include All Medicaid Applications Submitted to Medicaid and CHIP Agencies,,,164485,,156945,Does Not Include All Medicaid Determinations Made At Application,12508,Does Not Include All CHIP Determinations Made At Application,169453,Does Not Include All Medicaid Determinations Made At Application; Does Not Include All CHIP Determinations Made At Application,5102585,,12147513,,33.7712,-111.3877,"(33.7712, -111.3877)",10830732,,1316781,
WY,Wyoming,06/01/2019,N,U,Y,1307,Does Not Include All Medicaid Applications Submitted to Medicaid and CHIP Agencies; Includes Administrative Data Transfers,N/A,,1307,Does Not Include All Medicaid Applications; Does Not Include All CHIP Applications; Includes Administrative Data Transfers,773,,29,,802,,37213,,56047,,44.0407,-72.7093,"(44.0407, -72.7093)",51757,,4290,
MN,Minnesota,08/01/2019,Y,U,Y,5968,,18563,,24531,,18598,,69,,18667,,530339,,1047075,,43.3504,-84.5603,"(43.3504, -84.5603)",1045767,,1308,
KY,Kentucky,07/01/2019,Y,P,N,10185,,,,10185,,35495,,1784,,37279,,552685,,1307459,,38.5111,-96.8005,"(38.5111, -96.8005)",1217518,,89941,
ME,Maine,11/01/2019,Y,P,N,6287,,N/A,,6287,,10727,,770,,11497,,103737,,223466,,39.0724,-76.7902,"(39.0724, -76.7902)",211789,,11677,
MT,Montana,10/01/2019,Y,U,Y,4621,,N/A,,4621,,5091,,490,,5581,,122324,,265908,,14.8058,145.5505,"(14.8058, 145.5505)",237580,,28328,
NM,New Mexico,11/01/2019,Y,P,N,11568,,N/A,,11568,,14982,,1540,,16522,,329693,Includes Limited-Benefit Enrollees,735867,Includes Limited-Benefit Enrollees,43.4108,-71.5653,"(43.4108, -71.5653)",697508,Includes Limited-Benefit Enrollees,38359,
MN,Minnesota,09/01/2017,Y,P,N,4229,,17503,,21732,,22636,,52,,22688,,516176,,1050169,,43.3504,-84.5603,"(43.3504, -84.5603)",1048818,,1351,
WI,Wisconsin,08/01/2017,N,U,Y,26508,Does Not Include All Applications for Limited-Benefit Programs Submitted to Medicaid and CHIP Agencies,N/A,,26508,Does Not Include All Applications for Limited-Benefit Programs,20199,"Count is of Households, Not Individuals",1179,,21378,,489894,,1037812,,37.768,-78.2057,"(37.768, -78.2057)",974977,,62835,
NE,Nebraska,02/01/2019,N,P,N,6159,,N/A,,6159,,4982,,854,,5836,,162054,,243277,,35.6411,-79.8431,"(35.6411, -79.8431)",208582,,34695,
NY,New York,03/01/2020,Y,U,Y,,,1024749,Includes Renewals and/or Redeterminations,1024749,Includes Renewals and/or Redeterminations,116827,Includes Renewals and/or Redeterminations,7259,Includes Renewals and/or Redeterminations,124086,Includes Renewals and/or Redeterminations,2389733,,6006163,,34.8375,-106.2371,"(34.8375, -106.2371)",5389288,,616875,
NH,New Hampshire,02/01/2020,Y,P,N,7138,,N/A,,7138,,4533,,587,,5120,,88366,,178920,,47.5362,-99.793,"(47.5362, -99.793)",163597,,15323,
UT,Utah,09/01/2018,N,P,N,18445,"Includes Applications for Other Programs (e.g, QHPs, SNAP, etc.); Includes Accounts Transferred from FFM",N/A,,18445,"Includes Applications for Other Programs (e.g, QHPs, SNAP, etc.); Includes Accounts Transferred from FFM",50040,Includes CHIP,,,50040,,199291,,292426,Includes Enrollees in Other Financial Assistance Programs Not Enrolled in Medicaid or CHIP,44.2853,-99.4632,"(44.2853, -99.4632)",248036,Includes Enrollees in Other Financial Assistance Programs Not Enrolled in Medicaid or CHIP,44390,
VA,Virginia,12/01/2017,Y,U,Y,19888,Includes Renewals and/or Redeterminations,N/A,,19888,Includes Renewals and/or Redeterminations,15023,Includes Renewals and/or Redeterminations,698,Includes Renewals and/or Redeterminations,15721,Includes Renewals and/or Redeterminations,683182,,1028297,,35.7449,-86.7489,"(35.7449, -86.7489)",893007,,135290,
CT,Connecticut,06/01/2017,Y,P,Y,4793,Does Not Include All Medicaid Applications Submitted to Medicaid and CHIP Agencies; Includes Duplicates,4452,Does Not Include All Medicaid Applications Received By the SBM; Includes Duplicates; Includes Renewals and/or Redeterminations,9245,Does Not Include All Medicaid Applications; Includes Duplicates,9405,Includes Renewals and/or Redeterminations; Does Not Include All Medicaid Determinations Made At Application,88,Includes Renewals and/or Redeterminations; Does Not Include All CHIP Determinations Made At Application,9493,Includes Renewals and/or Redeterminations; Does Not Include All Medicaid Determinations Made At Application; Does Not Include All CHIP Determinations Made At Application,316717,Does Not Include All Full-Benefit Child Medicaid enrollees ; Does Not Include All CHIP enrollees,794805,Does Not Include All Full-Benefit Medicaid enrollees; Does Not Include All CHIP enrollees,39.0646,-105.3272,"(39.0646, -105.3272)",777208,Does Not Include All Full-Benefit Medicaid enrollees,17597,Does Not Include All CHIP enrollees
HI,Hawaii,05/01/2019,Y,P,N,4842,,N/A,,4842,,5631,,379,,6010,,140105,,329264,,32.9866,-83.6487,"(32.9866, -83.6487)",303847,,25417,
CO,Colorado,09/01/2019,Y,P,N,19024,,2,,19026,,16287,,266,,16553,,576404,,1293761,,36.17,-119.7462,"(36.17, -119.7462)",1213044,,80717,
AK,Alaska,11/01/2018,Y,U,Y,3685,Includes Renewals and/or Redeterminations,N/A,,3685,Includes Renewals and/or Redeterminations,3396,Includes Renewals and/or Redeterminations; Includes CHIP,218,,3614,Includes Renewals and/or Redeterminations,95187,,213702,,61.385,-152.2683,"(61.385, -152.2683)",198867,,14835,
ID,Idaho,09/01/2018,Y,P,N,7142,,,,7142,,6253,,435,,6688,,199418,,276941,,42.0046,-93.214,"(42.0046, -93.214)",252668,,24273,
SC,South Carolina,05/01/2020,N,U,Y,15203,,N/A,,15203,,4833,Does not Include All Medicaid Determinations made at Applications,228,Does not Include All CHIP Determinations made at Applications,5061,Does not Include All Medicaid Determinations made at Applications; Does not Include all CHIP Determinations made at Application,655953,,1054828,,40.5773,-77.264,"(40.5773, -77.264)",958605,,96223,
OR,Oregon,10/01/2018,Y,P,N,13381,Does Not Include All Non-MAGI Applications Submitted to Medicaid and CHIP Agencies,N/A,,13381,Does Not Include All Non-MAGI Applications,25282,"Count is of Households, Not Individuals; Does Not Include All Non-MAGI Determinations Made At Application",2802,,28084,Does Not Include All Non-MAGI Determinations Made At Application,408826,,961833,,40.3736,-82.7755,"(40.3736, -82.7755)",837510,,124323,
ID,Idaho,12/01/2017,Y,U,Y,17139,,,,17139,,7093,,626,,7719,,216479,,297688,,42.0046,-93.214,"(42.0046, -93.214)",275693,,21995,
IN,Indiana,10/01/2017,Y,P,N,77871,,N/A,,77871,,33362,,3005,,36367,,789101,,1478165,,40.3363,-89.0022,"(40.3363, -89.0022)",1374721,,103444,
AR,Arkansas,06/01/2018,Y,P,Y,18098,,N/A,,18098,,8842,,257,,9099,,383974,,841159,,34.9513,-92.3809,"(34.9513, -92.3809)",809991,,31168,
HI,Hawaii,06/01/2019,Y,P,N,4511,,N/A,,4511,,5180,,377,,5557,,139890,,328899,,32.9866,-83.6487,"(32.9866, -83.6487)",303630,,25269,
OH,Ohio,04/01/2019,Y,P,N,75676,Includes Renewals and/or Redeterminations,N/A,,75676,Includes Renewals and/or Redeterminations,63089,Includes CHIP; Includes Renewals and/or Redeterminations,3481,,66570,Includes Renewals and/or Redeterminations,1182853,,2653809,,38.4199,-117.1219,"(38.4199, -117.1219)",2451023,,202786,
AL,Alabama,04/01/2020,N,U,Y,8280,,N/A,,8280,,9387,,940,,10327,,675342,,942062,,32.799,-86.8073,"(32.799, -86.8073)",768832,,173230,
WV,West Virginia,03/01/2018,Y,U,Y,23146,,N/A,,23146,,12817,,711,,13528,,222479,Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count),535880,Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count),18.0001,-64.8199,"(18.0001, -64.8199)",502629,Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count),33251,Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)
NH,New Hampshire,03/01/2019,Y,P,N,8104,,N/A,,8104,,4719,,469,,5188,,88871,,178260,,47.5362,-99.793,"(47.5362, -99.793)",163613,,14647,
AK,Alaska,08/01/2018,Y,U,Y,3216,Includes Renewals and/or Redeterminations,N/A,,3216,Includes Renewals and/or Redeterminations,2409,Includes Renewals and/or Redeterminations; Includes CHIP,,,2409,Includes Renewals and/or Redeterminations,95080,,211945,,61.385,-152.2683,"(61.385, -152.2683)",197981,,13964,
ME,Maine,07/01/2018,Y,P,N,4807,,N/A,,4807,,9052,,295,,9347,,109869,,228524,,39.0724,-76.7902,"(39.0724, -76.7902)",218319,,10205,
MA,Massachusetts,07/01/2018,Y,U,Y,18185,,3124,,21309,,,,,,,,680159,,1609281,,31.1801,-91.8749,"(31.1801, -91.8749)",1428462,,180819,
AK,Alaska,07/01/2019,Y,P,N,3147,Includes Renewals and/or Redeterminations,N/A,,3147,Includes Renewals and/or Redeterminations,2693,Includes Renewals and/or Redeterminations; Includes CHIP,157,,2850,Includes Renewals and/or Redeterminations,96772,,220043,,61.385,-152.2683,"(61.385, -152.2683)",204317,,15726,
MI,Michigan,08/01/2018,Y,U,Y,55194,,N/A,,55194,,51429,Does Not Include All MAGI Determinations Made At Application; Includes Renewals and/or Redeterminations,1621,,53050,,952887,Does Not Include All Full-Benefit Child Medicaid enrollees,2352398,Does Not Include All Full-Benefit Medicaid enrollees,44.6074,-69.3977,"(44.6074, -69.3977)",2295085,Does Not Include All Full-Benefit Medicaid enrollees,57313,
HI,Hawaii,09/01/2018,Y,U,Y,4589,,N/A,,4589,,5079,,363,,5442,,142065,,334678,,32.9866,-83.6487,"(32.9866, -83.6487)",309661,,25017,
UT,Utah,01/01/2020,N,P,N,19333,"Includes Applications for Other Programs (e.g, QHPs, SNAP, etc.); Includes Accounts Transferred from FFM",N/A,,19333,"Includes Applications for Other Programs (e.g, QHPs, SNAP, etc.); Includes Accounts Transferred from FFM",40194,Includes CHIP,,,40194,,183110,,308920,Includes Enrollees in Other Financial Assistance Programs Not Enrolled in Medicaid or CHIP,44.2853,-99.4632,"(44.2853, -99.4632)",268160,Includes Enrollees in Other Financial Assistance Programs Not Enrolled in Medicaid or CHIP,40760,
NY,New York,09/01/2019,Y,U,Y,,,917908,,917908,,117054,,8240,,125294,,2419459,,6084517,,34.8375,-106.2371,"(34.8375, -106.2371)",5487836,,596681,
TN,Tennessee,07/01/2019,N,P,N,15245,,N/A,,15245,,9697,,1119,,10816,,812611,,1423288,,41.6772,-71.5101,"(41.6772, -71.5101)",1340394,,82894,
VT,Vermont,03/01/2018,Y,U,Y,3038,,1011,,4049,Includes Renewals and/or Redeterminations,3947,Includes Renewals and/or Redeterminations,120,,4067,,64413,,165757,,31.106,-97.6475,"(31.106, -97.6475)",161046,,4711,
ME,Maine,06/01/2020,Y,U,Y,,,N/A,,,,7890,,426,,8316,,107949,,233460,,39.0724,-76.7902,"(39.0724, -76.7902)",220997,,12463,
WA,Washington,11/01/2018,Y,P,N,70063,,132193,,202256,,111972,,2728,,114700,,830385,Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count),1734705,Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count),40.1135,-111.8535,"(40.1135, -111.8535)",1665782,Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count),68923,
MA,Massachusetts,12/01/2017,Y,P,N,18594,,6543,,25137,,,,,,,,703992,,1668763,,31.1801,-91.8749,"(31.1801, -91.8749)",1485975,,182788,
OH,Ohio,12/01/2019,Y,U,Y,65952,Includes Renewals and/or Redeterminations,N/A,,65952,Includes Renewals and/or Redeterminations,50724,Includes CHIP; Includes Renewals and/or Redeterminations,2976,,53700,Includes Renewals and/or Redeterminations,1158803,,2609614,,38.4199,-117.1219,"(38.4199, -117.1219)",2411873,,197741,
SC,South Carolina,01/01/2019,N,U,Y,25718,,N/A,,25718,,6839,Does Not Include All Medicaid Determinations Made At Application,285,Does Not Include All Medicaid Determinations Made At Application,7124,Does Not Include All Medicaid Determinations Made At Application,656039,,1048346,,40.5773,-77.264,"(40.5773, -77.264)",957616,,90730,
CO,Colorado,06/01/2019,Y,U,Y,21837,,90,,21927,,18509,,338,,18847,,580498,,1297969,,36.17,-119.7462,"(36.17, -119.7462)",1215997,,81972,
WI,Wisconsin,01/01/2018,N,U,Y,28385,Does Not Include All Applications for Limited-Benefit Programs Submitted to Medicaid and CHIP Agencies,N/A,,28385,Does Not Include All Applications for Limited-Benefit Programs,23715,"Count is of Households, Not Individuals",1910,,25625,,488590,,1037795,,37.768,-78.2057,"(37.768, -78.2057)",970576,,67219,
MS,Mississippi,08/01/2019,N,P,N,22127,,N/A,,22127,,13773,,765,,14538,,413240,,609659,,38.4623,-92.302,"(38.4623, -92.302)",533394,,76265,
PA,Pennsylvania,08/01/2019,Y,P,N,77744,Includes Renewals and/or Redeterminations,N/A,,77744,Includes Renewals and/or Redeterminations,71726,Includes Renewals and/or Redeterminations,10917,,82643,Includes Renewals and/or Redeterminations,1385205,,2928992,,35.5376,-96.9247,"(35.5376, -96.9247)",2744180,,184812,
OR,Oregon,06/01/2019,Y,U,Y,11376,Does Not Include All Non-MAGI Applications Submitted to Medicaid and CHIP Agencies,N/A,,11376,Does Not Include All Non-MAGI Applications,18968,"Count is of Households, Not Individuals; Does Not Include All Non-MAGI Determinations Made At Application",1929,,20897,Does Not Include All Non-MAGI Determinations Made At Application,416010,,984652,,40.3736,-82.7755,"(40.3736, -82.7755)",856078,,128574,
HI,Hawaii,03/01/2020,Y,U,Y,6410,,N/A,,6410,,6365,,394,,6759,,139345,,327849,,32.9866,-83.6487,"(32.9866, -83.6487)",302027,,25822,
NC,North Carolina,10/01/2018,N,P,N,21329,,N/A,,21329,,36216,,4818,,41034,,1180197,,1761267,,32.7673,-89.6812,"(32.7673, -89.6812)",1510658,,250609,
